School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Non-Binary,Total # of Classes,Average Class Size,Number of Students,Total # of Teachers (FTE),% of Teachers Licensed,Student / Teacher Ratio,Percent of Experienced Teachers,Percent of Teachers without Waiver or Provisional License,Percent Teaching In-Field,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,# Enrolled Grades 09 through 12,# Dropout All Grades,% Dropout All Grades,# Graduated,# Completed MassCore,% Completed MassCore,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading / Writing,SAT Math,# Grade 11 and 12 Students,# Students Completing Advanced,% Students Completing Advanced,M+E # ELA,M+E % ELA,E # ELA,E % ELA,M # ELA,M % ELA,PM # ELA,PM % ELA,NM # ELA,NM % ELA,No. of Students Included ELA,Part. Rate % ELA,Avg. Scaled Score ELA,SGP ELA,Included In SGP ELA,Ach. PCTL ELA,M+E # MATH,M+E % MATH,E # MATH,E % MATH,M # MATH,M % MATH,PM # MATH,PM % MATH,NM # MATH,NM % MATH,No. of Students Included MATH,Part. Rate % MATH,Avg. Scaled Score MATH,SGP MATH,Included In SGP MATH,Ach. PCTL MATH,Accountability Information,Accountability Percentile (1-99)
Framingham: Cameron Middle School,01000302,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District,       0,       0,       0,       0,       0,       0,       0,     163,     171,     199,       0,       0,       0,       0,       0,     533,     288,  54.0,      90,  16.9,     116,  21.8,     376,  70.5, , ,6.0,1.9,23.6,64.4,0.0,0.0,4.1,52.7,47.3,0.0,     353,18.3,        618,55.4,100.0,   9.6 to 1,80.1,94.6,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         120,24.0,          17,3.0,         103,20.0,         220,44.0,         165,33.0,         505,99.0,483.0,43.0,         478,15.0,         138,27.0,          15,3.0,         123,24.0,         246,49.0,         121,24.0,         505,99.0,487.0,50.0,         476,31.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",14.0
Framingham: Charlotte A Dunning,01000007,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      67,      68,      65,      92,      64,      70,       0,       0,       0,       0,       0,       0,       0,       0,     426,     157,  36.9,      95,  22.3,     105,  24.6,     243,  57.0, , ,7.0,8.5,25.1,55.9,0.0,0.0,3.5,56.1,43.9,0.0,     343,11.6,        422,34.5,100.0,  12.4 to 1,91.2,97.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          91,44.0,          14,7.0,          77,37.0,          81,39.0,          35,17.0,         207,96.0,497.0,58.0,         111,60.0,          82,39.0,           3,1.0,          79,37.0,          89,42.0,          40,19.0,         211,98.0,493.0,45.0,         113,48.0,Low participation rate,53.0
Framingham: Framingham High School,01000515,Public School,Framingham,MA,01701,"09,10,11,12",Framingham,01000000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     649,     642,     590,     541,       0,"   2,422","   1,122",  46.3,     481,  19.9,     435,  18.0,"   1,476",  60.9, , ,6.4,4.7,35.9,48.8,0.0,0.1,4.0,50.2,49.7,0.1,"   1,182",16.9,"      2,562",175.2,98.9,  13.8 to 1,75.7,91.9,92.6,588.0,87.6,3.9,0.3,0.2,7.8,0.2,"   2,422",112.0,4.6,537.0,499.0,92.9,     439,     862,196.0,120.0,78.0,35.0,10.0,44.0,122.0,216.0,248.0,     232,19.3,80.7,460.0,565.0,571.0,"       1,161",         797,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low participation rate,40.0
Framingham: Fuller Middle,01000305,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District,       0,       0,       0,       0,       0,       0,       0,     215,     204,     213,       0,       0,       0,       0,       0,     632,     405,  64.1,     272,  43.0,     135,  21.4,     531,  84.0, , ,7.6,1.4,59.0,28.0,0.2,0.0,3.8,51.9,47.8,0.3,     423,17.0,        700,56.8,100.0,  11.1 to 1,77.1,86.4,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          92,18.0,          14,3.0,          78,16.0,         143,29.0,         263,53.0,         498,99.0,474.0,37.0,         435,3.0,          59,12.0,           3,1.0,          56,11.0,         214,43.0,         223,45.0,         496,98.0,476.0,35.0,         436,8.0,Low student group performance,3.0
Framingham: Harmony Grove Elementary,01000055,Public School,Framingham,MA,01702,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      78,      85,      67,      92,      87,      93,       0,       0,       0,       0,       0,       0,       0,       0,     502,     419,  83.5,     365,  72.7,      47,   9.4,     484,  96.4, , ,9.8,1.4,57.2,29.3,0.2,0.0,2.2,57.4,42.4,0.2,     340,17.1,        531,45.6,95.6,  11.0 to 1,68.2,91.2,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          16,8.0,           0,0.0,          16,8.0,          96,46.0,          96,46.0,         208,100.0,474.0,40.0,         133,3.0,          15,7.0,           0,0.0,          15,7.0,          95,46.0,          96,47.0,         206,99.0,471.0,36.0,         130,4.0,Low student group performance,4.0
Framingham: Hemenway,01000015,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      88,      93,      85,      87,      92,      80,       0,       0,       0,       0,       0,       0,       0,       0,     525,     203,  38.7,     118,  22.5,     106,  20.2,     268,  51.0, , ,6.9,9.5,23.2,51.6,0.2,0.0,8.6,51.6,48.4,0.0,     413,12.4,        544,38.5,97.4,  13.6 to 1,87.7,97.4,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         136,54.0,          32,13.0,         104,41.0,          88,35.0,          28,11.0,         252,100.0,505.0,60.0,         151,85.0,         115,46.0,          16,6.0,          99,39.0,          96,38.0,          40,16.0,         251,100.0,498.0,48.0,         151,63.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",76.0
Framingham: Juniper Hill School,01000001,Public School,Framingham,MA,01701,PK,Framingham,01000000,Public School District,     254,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     254,      64,  25.2,       0,   0.0,     133,  52.4,     157,  61.8, , ,5.1,7.9,37.0,41.7,0.0,0.4,7.9,61.8,38.2,0.0,     434,5.5,        312,21.0,94.8,  12.1 to 1,90.0,100.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Framingham: King Elementary School,01000005,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      59,      62,      51,      67,      56,      65,       0,       0,       0,       0,       0,       0,       0,       0,     360,     107,  29.7,      69,  19.2,      58,  16.1,     171,  47.5, , ,5.6,10.6,18.9,56.4,0.0,0.0,8.6,53.6,46.1,0.3,     290,13.8,        409,30.0,100.0,  12.0 to 1,80.0,93.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          78,45.0,          13,8.0,          65,38.0,          59,34.0,          35,20.0,         172,99.0,496.0,56.0,         104,56.0,          66,38.0,           6,3.0,          60,35.0,          65,38.0,          41,24.0,         172,100.0,491.0,59.0,         103,43.0,Low student group performance,42.0
Framingham: Mary E Stapleton Elementary,01000045,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      47,      42,      46,      64,      49,      49,       0,       0,       0,       0,       0,       0,       0,       0,     297,     115,  38.7,      92,  31.0,      82,  27.6,     227,  76.4, , ,7.7,6.7,39.4,38.7,0.0,0.0,7.4,54.9,45.1,0.0,     260,12.6,        344,27.9,100.0,  10.7 to 1,84.8,96.7,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          32,21.0,           3,2.0,          29,19.0,          74,50.0,          43,29.0,         149,99.0,482.0,38.0,          89,13.0,          38,26.0,           7,5.0,          31,21.0,          58,39.0,          53,36.0,         149,99.0,483.0,49.0,          89,20.0,Low student group performance,15.0
Framingham: Miriam F McCarthy School,01000050,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      71,      71,      65,      93,      77,      90,       0,       0,       0,       0,       0,       0,       0,       0,     467,     214,  45.8,     153,  32.8,     104,  22.3,     369,  79.0, , ,11.8,2.6,41.1,36.2,0.0,0.2,8.1,47.1,52.7,0.2,     362,13.8,        518,44.5,97.8,  10.5 to 1,80.5,97.5,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          52,21.0,           6,2.0,          46,19.0,         119,49.0,          74,30.0,         245,100.0,483.0,46.0,         147,16.0,          49,20.0,           4,2.0,          45,18.0,         121,50.0,          74,30.0,         244,99.0,480.0,53.0,         148,13.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",17.0
Framingham: Potter Road,01000039,Public School,Framingham,MA,01701,"K,01,02,03,04,05",Framingham,01000000,Public School District,       0,      82,      89,      89,      98,      94,      88,       0,       0,       0,       0,       0,       0,       0,       0,     540,     320,  59.3,     230,  42.6,      66,  12.2,     364,  67.4, , ,7.4,1.9,39.1,45.6,0.2,0.0,5.9,51.3,48.7,0.0,     297,17.8,        548,37.1,100.0,  14.6 to 1,66.8,91.1,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          67,28.0,           5,2.0,          62,26.0,         125,51.0,          51,21.0,         243,100.0,487.0,52.0,         153,24.0,          50,21.0,           4,2.0,          46,19.0,         124,51.0,          69,28.0,         243,100.0,482.0,52.0,         153,19.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",35.0
Framingham: Walsh Middle,01000310,Public School,Framingham,MA,01701,"06,07,08",Framingham,01000000,Public School District,       0,       0,       0,       0,       0,       0,       0,     227,     249,     257,       0,       0,       0,       0,       0,     733,     290,  39.6,      56,   7.6,     172,  23.5,     422,  57.6, , ,4.8,5.9,37.1,48.7,0.0,0.0,3.5,47.7,52.1,0.1,     522,16.5,        813,75.4,89.6,   9.7 to 1,80.7,96.0,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         255,36.0,          24,3.0,         231,33.0,         283,40.0,         172,24.0,         710,98.0,489.0,42.0,         667,31.0,         257,37.0,          29,4.0,         228,33.0,         311,44.0,         132,19.0,         700,97.0,491.0,49.0,         666,43.0,Low participation rate,32.0
Francis W. Parker Charter Essential (District): Francis W. Parker Charter Essential School,04780505,Charter School,Devens,MA,01434,"07,08,09,10,11,12",Francis W. Parker Charter Essential (District),04780000,Charter District,       0,       0,       0,       0,       0,       0,       0,       0,      67,      71,      68,      58,      69,      53,       0,     386,      10,   2.6,       0,   0.0,      57,  14.8,      98,  25.4, , ,2.1,2.3,4.1,88.1,0.0,0.0,3.4,42.0,57.5,0.5,     237,16.6,        379,45.5,59.4,   8.5 to 1,58.3,97.8,66.0,54.0,87.0,9.3,0.0,1.9,1.9,0.0,     248,0.0,0.0,51.0,40.0,78.4,      11,      11,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,       3,9.1,90.9,55.0,607.0,560.0,         120,          96,80.0,          76,59.0,          13,10.0,          63,49.0,          38,30.0,          14,11.0,         128,94.0,503.0,49.0,         102,77.0,          62,48.0,           7,5.0,          55,43.0,          57,44.0,          10,8.0,         129,95.0,498.0,46.0,         102,65.0,Low participation rate,79.0
Franklin: Annie Sullivan Middle School,01010040,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     105,      92,     130,       0,       0,       0,       0,       0,     327,      24,   7.3,      11,   3.4,      61,  18.7,     111,  33.9, , ,4.0,4.6,5.8,85.0,0.0,0.3,0.3,54.4,45.6,0.0,     217,15.5,        337,34.1,94.1,   9.6 to 1,76.2,97.1,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         193,60.0,          38,12.0,         155,48.0,          90,28.0,          37,12.0,         320,100.0,504.0,54.0,         301,82.0,         177,55.0,          30,9.0,         147,46.0,         118,37.0,          26,8.0,         321,100.0,504.0,53.0,         302,80.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",78.0
Franklin: Franklin Early Childhood Development Center,01010003,Public School,Franklin,MA,02038,PK,Franklin,01010000,Public School District,     130,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     130,      23,  17.7,       0,   0.0,      43,  33.1,      50,  38.5, , ,2.3,22.3,1.5,70.0,0.0,0.0,3.8,58.5,41.5,0.0,       9,16.8,        151,9.2,100.0,  14.1 to 1,89.1,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,
Franklin: Franklin High,01010505,Public School,Franklin,MA,02038,"09,10,11,12",Franklin,01010000,Public School District,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     390,     410,     423,     435,      15,"   1,673",     105,   6.3,      13,   0.8,     233,  13.9,     365,  21.8, , ,1.7,7.7,4.4,83.7,0.1,0.2,2.1,49.6,50.0,0.4,     953,15.6,"      1,683",116.5,100.0,  14.4 to 1,83.4,93.1,96.9,437.0,97.7,1.4,0.0,0.0,0.9,0.0,"   1,658",8.0,0.5,430.0,430.0,100.0,     488,"   1,073",200.0,125.0,76.0,54.0,33.0,151.0,171.0,286.0,271.0,     194,30.0,70.0,508.0,583.0,569.0,         860,         637,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",82.0
Franklin: Helen Keller Elementary,01010012,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District,       0,      85,      84,      95,      96,      77,     108,       0,       0,       0,       0,       0,       0,       0,       0,     545,      39,   7.2,      17,   3.1,      99,  18.2,     182,  33.4, , ,2.0,3.1,6.1,85.7,0.0,0.7,2.4,50.6,49.4,0.0,     240,18.4,        553,43.6,97.7,  12.5 to 1,84.5,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         153,55.0,          26,9.0,         127,46.0,         103,37.0,          20,7.0,         276,100.0,503.0,52.0,         180,78.0,         157,57.0,          24,9.0,         133,48.0,          98,35.0,          22,8.0,         277,100.0,502.0,48.0,         180,77.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",70.0
Franklin: Horace Mann,01010405,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     111,     122,     131,       0,       0,       0,       0,       0,     364,      23,   6.3,       1,   0.3,      67,  18.4,     101,  27.7, , ,1.6,6.0,4.1,84.3,0.0,1.1,2.7,52.2,47.8,0.0,     227,16.8,        371,38.2,100.0,   9.5 to 1,90.4,89.5,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         184,51.0,          24,7.0,         160,44.0,         149,41.0,          27,8.0,         360,100.0,500.0,42.0,         352,69.0,         182,51.0,          24,7.0,         158,44.0,         165,46.0,          13,4.0,         360,100.0,501.0,46.0,         351,73.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",63.0
Franklin: J F Kennedy Memorial,01010013,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District,       0,      57,      57,      37,      58,      66,      65,       0,       0,       0,       0,       0,       0,       0,       0,     340,      24,   7.1,       7,   2.1,      58,  17.1,      88,  25.9, , ,0.0,5.9,4.4,85.9,0.3,2.4,1.2,55.3,44.1,0.6,     152,18.0,        341,28.6,98.2,  11.9 to 1,84.2,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         119,64.0,          29,16.0,          90,48.0,          58,31.0,           9,5.0,         186,99.0,508.0,57.0,         124,91.0,         133,72.0,          33,18.0,         100,54.0,          44,24.0,           9,5.0,         186,99.0,511.0,64.0,         124,93.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",97.0
Franklin: Jefferson Elementary,01010010,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District,       0,      46,      61,      46,      62,      68,      50,       0,       0,       0,       0,       0,       0,       0,       0,     333,      22,   6.6,       9,   2.7,      73,  21.9,     102,  30.6, , ,2.7,6.0,6.0,82.6,0.0,0.6,2.1,58.9,41.1,0.0,     208,13.1,        341,29.7,96.6,  11.2 to 1,95.9,96.6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          97,56.0,          19,11.0,          78,45.0,          58,33.0,          19,11.0,         174,99.0,501.0,46.0,         107,74.0,         100,57.0,          21,12.0,          79,45.0,          53,30.0,          21,12.0,         174,99.0,503.0,43.0,         108,78.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",66.0
Franklin: Oak Street Elementary,01010030,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District,       0,      51,      55,      63,      66,      67,      71,       0,       0,       0,       0,       0,       0,       0,       0,     373,      27,   7.2,       8,   2.1,      50,  13.4,     105,  28.2, , ,1.9,8.0,5.9,80.4,0.0,0.3,3.5,50.9,49.1,0.0,     184,16.7,        383,29.0,100.0,  12.9 to 1,87.1,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         123,62.0,          25,13.0,          98,49.0,          69,35.0,           7,4.0,         199,100.0,506.0,58.0,         133,86.0,         120,61.0,          17,9.0,         103,52.0,          66,33.0,          12,6.0,         198,100.0,504.0,55.0,         132,81.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",82.0
Franklin: Parmenter,01010032,Public School,Franklin,MA,02038,"K,01,02,03,04,05",Franklin,01010000,Public School District,       0,      41,      44,      51,      55,      45,      65,       0,       0,       0,       0,       0,       0,       0,       0,     301,      27,   9.0,      10,   3.3,      53,  17.6,     129,  42.9, , ,5.3,5.3,9.3,76.1,0.0,1.0,3.0,47.8,52.2,0.0,     152,15.8,        300,31.1,96.8,   9.7 to 1,73.4,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,          83,53.0,          15,9.0,          68,43.0,          59,37.0,          16,10.0,         158,100.0,501.0,53.0,          99,71.0,          84,53.0,          17,11.0,          67,42.0,          60,38.0,          14,9.0,         158,100.0,502.0,59.0,         100,77.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",77.0
Franklin: Remington Middle,01010310,Public School,Franklin,MA,02038,"06,07,08",Franklin,01010000,Public School District,       0,       0,       0,       0,       0,       0,       0,     114,     139,     125,       0,       0,       0,       0,       0,     378,      30,   7.9,       7,   1.9,      84,  22.2,     141,  37.3, , ,2.6,7.1,7.1,81.5,0.0,0.3,1.3,50.8,49.2,0.0,     227,17.3,        386,38.7,100.0,   9.8 to 1,85.6,97.4,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         155,42.0,          12,3.0,         143,39.0,         157,42.0,          59,16.0,         371,100.0,493.0,40.0,         344,44.0,         186,50.0,          31,8.0,         155,42.0,         147,40.0,          38,10.0,         371,100.0,499.0,40.0,         344,65.0,"Due to the COVID-19 pandemic, most districts and schools did not receive an accountability determination in 2022",54.0
