School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,First Language Not English #,First Language Not English %,English Language Learner #,English Language Learner %,Students With Disabilities #,Students With Disabilities %,Low Income #,Low Income %,High Needs #,High Needs #.1,Economically Disadvantaged #,Economically Disadvantaged %,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,Salary Totals,Average Salary,FTE Count,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),4Ycollege%,AP Tests Takers,AP Tests Taken,AP One Test,AP Two Tests,AP Three Tests,AP Four Tests,AP Five or More Tests,AP Score=1,AP Score=2,AP Score=3,AP Score=4,AP Score=5,AP % Score 1-2,AP % Score 3-5,SAT Tests Taken,SAT Reading,SAT Math
New Bedford: Normandin Middle School,02010410,Public School,New Bedford,MA,02745,"06,07,08",New Bedford,02010000,Public School District,,,,,,,,     352,     454,     403,,,,,0.0,"   1,209",     221,18.3,      17,1.4,     202,16.7,     680,  56.2, , , , ,8.0,1.2,21.9,63.8,0.3,0.3,4.4,48.6,51.4,92.0,82.6,79.0,81.0,13.1,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Renaissance Community Innovation School,02010124,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Roosevelt Middle School,02010415,Public School,New Bedford,MA,02744,"06,07,08",New Bedford,02010000,Public School District,,,,,,,,     257,     271,     270,,,,,0.0,     798,     267,33.5,     104,13.0,     141,17.7,     622,  77.9, , , , ,14.9,0.9,27.4,50.0,1.3,1.3,4.3,53.8,46.2,78.6,84.7,70.0,84.3,10.2,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Sgt Wm H Carney Academy,02010045,Public School,New Bedford,MA,02740,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,      23,      73,      61,      88,      94,     105,      75,      74,,,,,,,0.0,     593,      48,8.1,       1,0.2,     114,19.2,     450,  75.9, , , , ,21.6,1.0,30.7,31.4,1.5,0.2,13.7,55.1,44.9,46.6,100.0,38.0,100.0,12.7,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Thomas R Rodman,02010125,Public School,New Bedford,MA,02740,"K,01,02,03,04,05",New Bedford,02010000,Public School District,,      23,      17,      26,      25,      26,      15,      29,,,,,,,0.0,     161,      40,24.8,       4,2.5,      20,12.4,     130,  80.7, , , , ,16.8,0.0,29.8,41.0,2.5,0.6,9.3,52.2,47.8,10.0,100.0,7.0,100.0,16.1,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: Trinity Day Academy,02010510,Public School,New Bedford,MA,02740,"04,05,06,07,08,09,10,11,12",New Bedford,02010000,Public School District,,,,,,,,,      12,      23,      34,      23,      17,       5,0.0,     114,      27,23.7,       0,0.0,      55,48.2,     107,  93.9, , , , ,14.9,0.9,24.6,48.2,1.8,0.9,8.8,80.7,19.3,18.3,89.1,14.0,85.7,6.2,"     $57,557,154","  $58,493",    984.0,        27,11.1,7.4,0.0,7.4,74.1,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
New Bedford: Whaling City Junior/Senior High School,02010515,Public School,New Bedford,MA,02740,"06,07,08,09,10,11,12",New Bedford,02010000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Bedford: William H Taylor,02010135,Public School,New Bedford,MA,02744,"PK,K,01,02,03,04,05",New Bedford,02010000,Public School District,,      38,      38,      32,      47,      49,      44,,,,,,,,0.0,     248,      44,17.7,       2,0.8,      25,10.1,     138,  55.6, , , , ,3.6,2.0,8.5,81.9,0.4,0.0,3.6,55.2,44.8,16.2,100.0,16.0,100.0,15.3,"     $57,557,154","  $58,493",    984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Heights Charter School of Brockton (District): New Heights Charter School of Brockton,35130305,Charter School,Brockton,MA,02301,"06,07,08,09,10,11,12",New Heights Charter School of Brockton (District),35130000,Charter District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Salem-Wendell: Swift River,07280015,Public School,New Salem,MA,01355,"PK,K,01,02,03,04,05,06",New Salem-Wendell,07280000,Public School District,      24,      17,      25,      21,      22,      14,      19,      17,,,,,,,0.0,     159,       4,2.5,       0,0.0,      24,15.1,      57,  35.8, , , , ,0.0,1.9,1.9,95.6,0.0,0.0,0.6,57.2,42.8,12.5,100.0,12.0,100.0,12.8,"        $608,563","  $49,477",     12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newburyport: Edward G. Molin Elementary School,02040030,Public School,Newburyport,MA,01950,"04,05",Newburyport,02040000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $11,392,150","  $53,499",    212.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newburyport: Francis T Bresnahan Elementary,02040005,Public School,Newburyport,MA,01950,"PK,K,01,02,03",Newburyport,02040000,Public School District,,     102,     112,     113,     118,     101,,,,,,,,,0.0,     546,       2,0.4,       2,0.4,      86,15.8,      39,   7.1, , , , ,0.7,2.4,2.6,94.3,0.0,0.0,0.0,52.4,47.6,40.0,97.0,30.0,96.0,13.7,"     $11,392,150","  $53,499",    212.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newburyport: Newburyport High,02040505,Public School,Newburyport,MA,01950,"09,10,11,12",Newburyport,02040000,Public School District,,,,,,,,,,,     183,     190,     205,     191,5.0,     774,       7,0.9,       3,0.4,     106,13.7,      43,   5.6, , , , ,0.6,0.5,3.1,95.5,0.3,0.0,0.0,48.4,51.6,64.7,93.5,54.0,90.4,12.0,"     $11,392,150","  $53,499",    212.9,       190,91.6,2.6,0.0,2.1,3.7,0.0,178.0,157.0,88.2,0.0,33.1632,24.695999999999998,30.340799999999998,23.637600000000003,3.9690000000000003,13.4946,63.504000000000005,66.0,      89,51.0,9.0,4.0,2.0,0.0,3.0,11.0,24.0,26.0,25.0,15.7,84.3,166.0,539.0,548.0
Newburyport: Rupert A Nock Middle,02040305,Public School,Newburyport,MA,01950,"06,07,08",Newburyport,02040000,Public School District,,,,,,,     145,     188,     170,     185,,,,,0.0,     688,       7,1.0,       3,0.4,      92,13.4,      57,   8.3, , , , ,0.9,1.3,2.5,95.2,0.0,0.0,0.1,54.7,45.3,55.4,96.2,49.0,89.2,12.4,"     $11,392,150","  $53,499",    212.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: A E Angier,02070005,Public School,Waban,MA,02468,"K,01,02,03,04,05",Newton,02070000,Public School District,,      60,      62,      69,      62,      66,      60,,,,,,,,0.0,     379,      24,6.3,       3,0.8,      72,19.0,      15,   4.0, , , , ,4.7,6.9,4.0,80.7,0.0,0.0,3.7,54.6,45.4,31.7,100.0,29.0,100.0,12.0,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Bigelow Middle,02070305,Public School,Newton,MA,02458,"06,07,08",Newton,02070000,Public School District,,,,,,,,     169,     167,     159,,,,,0.0,     495,      69,13.9,      16,3.2,     117,23.6,      62,  12.5, , , , ,9.3,8.5,8.3,67.5,0.0,0.0,6.5,49.1,50.9,45.4,97.2,37.0,97.9,10.9,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Bowen,02070015,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District,,      83,      77,      73,      65,      54,      60,,,,,,,,0.0,     412,     120,29.1,      42,10.2,      53,12.9,      31,   7.5, , , , ,3.6,20.1,8.3,62.1,0.0,0.2,5.6,47.3,52.7,27.9,99.3,25.0,100.0,14.8,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: C C Burr,02070020,Public School,Auburndale,MA,02466,"K,01,02,03,04,05",Newton,02070000,Public School District,,      60,      48,      58,      61,      44,      60,,,,,,,,0.0,     331,      78,23.6,      44,13.3,      34,10.3,      17,   5.1, , , , ,6.3,12.4,8.8,68.6,0.0,0.0,3.9,53.5,46.5,23.1,100.0,21.0,100.0,14.3,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Cabot,02070025,Public School,Newtonville,MA,02460,"K,01,02,03,04,05",Newton,02070000,Public School District,,      71,      77,      80,      61,      66,      65,,,,,,,,0.0,     420,      21,5.0,       6,1.4,      58,13.8,      11,   2.6, , , , ,5.2,9.0,4.0,77.4,0.0,0.0,4.3,55.2,44.8,29.2,96.6,27.0,96.3,14.4,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Charles E Brown Middle,02070310,Public School,Newton Centre,MA,02459,"06,07,08",Newton,02070000,Public School District,,,,,,,,     226,     200,     238,,,,,0.0,     664,     103,15.5,      19,2.9,     138,20.8,      46,   6.9, , , , ,4.8,14.3,4.1,73.5,0.0,0.0,3.3,47.7,52.3,62.8,93.6,53.0,94.3,10.6,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Countryside,02070040,Public School,Newton Highlands,MA,02461,"K,01,02,03,04,05",Newton,02070000,Public School District,,      70,      70,      72,      75,      71,      79,,,,,,,,0.0,     437,     144,33.0,      53,12.1,      65,14.9,      34,   7.8, , , , ,4.6,27.7,3.7,61.1,0.2,0.0,2.7,46.9,53.1,34.1,95.3,29.0,96.6,12.8,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: F A Day Middle,02070315,Public School,Newtonville,MA,02460,"06,07,08",Newton,02070000,Public School District,,,,,,,,     235,     254,     248,,,,,0.0,     737,     112,15.2,      20,2.7,     170,23.1,      61,   8.3, , , , ,4.6,11.9,4.2,74.6,0.0,0.1,4.5,52.5,47.5,61.7,99.6,53.0,99.5,12.0,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Franklin,02070055,Public School,West Newton,MA,02465,"K,01,02,03,04,05",Newton,02070000,Public School District,,      69,      82,      64,      66,      63,      70,,,,,,,,0.0,     414,      76,18.4,      57,13.8,      62,15.0,      40,   9.7, , , , ,3.4,12.8,8.7,74.2,0.0,0.0,1.0,50.7,49.3,32.4,97.8,28.0,97.5,12.8,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Horace Mann,02070075,Public School,Newtonville,MA,02460,"K,01,02,03,04,05",Newton,02070000,Public School District,,      58,      60,      68,      62,      43,      59,,,,,,,,0.0,     350,      74,21.1,      32,9.1,      47,13.4,      34,   9.7, , , , ,4.6,15.7,6.9,68.0,0.0,0.0,4.9,50.6,49.4,25.5,92.2,23.0,91.2,13.7,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: John Ward,02070120,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District,,      31,      46,      38,      34,      47,      41,,,,,,,,0.0,     237,      39,16.5,      23,9.7,      43,18.1,      10,   4.2, , , , ,2.1,10.5,3.4,78.5,0.0,0.0,5.5,49.8,50.2,19.2,94.8,17.0,94.0,12.4,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Lincoln-Eliot,02070070,Public School,Newton,MA,02458,"K,01,02,03,04,05",Newton,02070000,Public School District,,      47,      62,      41,      46,      44,      41,,,,,,,,0.0,     281,      78,27.8,      28,10.0,      52,18.5,      89,  31.7, , , , ,6.0,14.9,14.9,60.5,0.0,0.0,3.6,45.9,54.1,23.0,100.0,20.0,100.0,12.2,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Mason-Rice,02070080,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District,,      58,      70,      56,      69,      67,      52,,,,,,,,0.0,     372,      25,6.7,       3,0.8,      43,11.6,      11,   3.0, , , , ,1.9,7.3,5.9,82.5,0.0,0.0,2.4,51.3,48.7,24.8,100.0,23.0,100.0,15.0,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Memorial Spaulding,02070105,Public School,Newton Centre,MA,02459,"K,01,02,03,04,05",Newton,02070000,Public School District,,      74,      64,      73,      76,      84,      72,,,,,,,,0.0,     443,     129,29.1,      49,11.1,      59,13.3,      14,   3.2, , , , ,5.4,15.6,4.1,71.1,0.0,0.0,3.8,53.5,46.5,32.2,96.9,29.0,96.6,13.8,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Newton Early Childhood Program,02070108,Public School,Newton,MA,02458,PK,Newton,02070000,Public School District,     168,,,,,,,,,,,,,,0.0,     168,      28,16.7,       0,0.0,     113,67.3,       2,   1.2, , , , ,0.6,14.3,6.0,77.4,0.0,0.0,1.8,70.2,29.8,15.6,96.8,10.0,95.1,10.7,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Newton North High,02070505,Public School,Newtonville,MA,02460,"09,10,11,12",Newton,02070000,Public School District,,,,,,,,,,,     472,     463,     499,     494,13.0,"   1,941",     298,15.4,      45,2.3,     425,21.9,     141,   7.3, , , , ,5.3,8.9,10.3,73.2,0.1,0.1,2.2,52.1,47.9,173.3,96.7,146.0,96.1,11.2,"     $62,820,787","  $67,080",    936.5,       479,92.7,5.8,0.0,0.4,1.0,0.0,458.0,371.0,81.0,0.243,56.133,7.451999999999999,17.253,6.803999999999999,1.053,8.1,73.386,383.0,     767,146.0,121.0,90.0,22.0,4.0,9.0,46.0,162.0,251.0,299.0,7.2,92.8,425.0,587.0,599.0
Newton: Newton South High,02070510,Public School,Newton Centre,MA,02459,"09,10,11,12",Newton,02070000,Public School District,,,,,,,,,,,     447,     461,     431,     406,0.0,"   1,745",     388,22.2,      55,3.2,     301,17.2,      89,   5.1, , , , ,5.6,14.2,5.8,71.7,0.0,0.0,2.8,51.5,48.5,150.4,94.7,129.0,95.0,11.6,"     $62,820,787","  $67,080",    936.5,       409,98.0,1.5,0.0,0.2,0.2,0.0,407.0,331.0,81.3,0.48779999999999996,56.2596,3.9023999999999996,20.650199999999998,3.9023999999999996,1.9511999999999998,8.861699999999999,76.90979999999999,366.0,     680,184.0,96.0,49.0,28.0,9.0,13.0,32.0,91.0,188.0,356.0,6.6,93.4,395.0,596.0,614.0
Newton: Oak Hill Middle,02070320,Public School,Newton Centre,MA,02459,"06,07,08",Newton,02070000,Public School District,,,,,,,,     194,     185,     188,,,,,0.0,     567,     134,23.6,      29,5.1,     124,21.9,      21,   3.7, , , , ,4.4,17.8,3.4,72.0,0.0,0.0,2.5,53.1,46.9,53.2,100.0,44.0,100.0,10.7,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Peirce,02070100,Public School,West Newton,MA,02465,"K,01,02,03,04,05",Newton,02070000,Public School District,,      49,      49,      59,      64,      56,      47,,,,,,,,0.0,     324,      16,4.9,       3,0.9,      41,12.7,      11,   3.4, , , , ,3.1,9.6,6.2,75.3,0.0,0.0,5.9,48.1,51.9,24.3,95.9,22.0,95.5,13.3,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Underwood,02070115,Public School,Newton Corner,MA,02458,"K,01,02,03,04,05",Newton,02070000,Public School District,,      49,      49,      39,      56,      56,      39,,,,,,,,0.0,     288,      41,14.2,      22,7.6,      38,13.2,      25,   8.7, , , , ,6.6,12.8,6.3,66.7,0.0,0.0,7.6,49.3,50.7,21.0,100.0,18.0,100.0,13.7,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Williams,02070125,Public School,Auburndale,MA,02466,"K,01,02,03,04,05",Newton,02070000,Public School District,,      51,      43,      59,      43,      50,      48,,,,,,,,0.0,     294,      68,23.1,      42,14.3,      31,10.5,      27,   9.2, , , , ,5.1,20.4,4.4,66.3,0.3,0.0,3.4,54.1,45.9,20.6,100.0,18.0,100.0,14.3,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton: Zervas,02070130,Public School,Waban,MA,02468,"K,01,02,03,04,05",Newton,02070000,Public School District,,      56,      55,      45,      59,      54,      63,,,,,,,,0.0,     332,      50,15.1,       9,2.7,      38,11.4,      23,   6.9, , , , ,2.4,14.8,3.9,76.5,0.3,0.6,1.5,47.3,52.7,21.2,100.0,20.0,100.0,15.7,"     $62,820,787","  $67,080",    936.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk: Freeman-Kennedy School,02080005,Public School,Norfolk,MA,02056,"03,04,05,06",Norfolk,02080000,Public School District,,,,,     170,     130,     152,     148,,,,,,,0.0,     600,       1,0.2,       0,0.0,     110,18.3,      19,   3.2, , , , ,0.5,0.2,0.5,96.0,1.2,0.3,1.3,53.3,46.7,42.7,100.0,39.0,100.0,14.1,"      $4,836,845","  $60,182",     80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk: H Olive Day,02080015,Public School,Norfolk,MA,02056,"PK,K,01,02",Norfolk,02080000,Public School District,      63,     145,     146,     134,,,,,,,,,,,0.0,     488,       0,0.0,       0,0.0,     106,21.7,      20,   4.1, , , , ,0.6,0.4,0.4,96.3,0.6,0.0,1.6,54.3,45.7,40.7,97.5,36.0,97.2,12.0,"      $4,836,845","  $60,182",     80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk County Agricultural: Norfolk County Agricultural,09150705,Public School,Walpole,MA,02081,"09,10,11,12",Norfolk County Agricultural,09150000,Public School District,,,,,,,,,,,     118,     117,     121,     112,0.0,     468,       1,0.2,       0,0.0,      59,12.6,      38,   8.1, , , , ,1.9,0.9,3.0,93.4,0.9,0.0,0.0,30.1,69.9,43.8,94.1,19.0,95.9,10.7,"      $2,772,767","  $64,036",     43.3,       114,97.4,0.0,0.0,0.0,2.6,0.0,112.0,79.0,70.5,0.0,21.432,19.599,29.468999999999998,17.8365,12.478499999999999,10.716,50.900999999999996,,,,,,,,,,,,,,,85.0,493.0,493.0
North Adams: Brayton,02090035,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,      62,      50,      49,      44,      46,      52,      53,,,,,,,,0.0,     356,       9,2.5,       4,1.1,      60,16.9,     202,  56.7, , , , ,3.4,0.8,6.2,81.7,1.4,2.8,3.7,53.7,46.3,34.3,91.3,27.0,83.2,10.4,"      $9,250,081","  $46,250",    200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Adams: Colegrove Park Elementary,02090008,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,,      41,      36,      42,      48,      39,      47,,,,,,,,0.0,     253,       8,3.2,       4,1.6,      29,11.5,     129,  51.0, , , , ,5.5,0.0,5.1,84.2,0.0,1.6,3.6,45.5,54.5,24.5,99.2,19.0,98.9,10.3,"      $9,250,081","  $46,250",    200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Adams: Drury High,02090505,Public School,North Adams,MA,01247,"07,08,09,10,11,12",North Adams,02090000,Public School District,,,,,,,,,,,     185,     130,     129,     142,7.0,     593,      17,2.9,      13,2.2,     102,17.2,     211,  35.6, , , , ,3.9,1.3,4.2,88.2,0.0,0.5,1.9,47.2,52.8,50.0,85.2,38.0,83.1,11.9,"      $9,250,081","  $46,250",    200.0,       170,73.5,7.1,0.0,2.9,15.9,0.6,140.0,92.0,65.7,0.0,27.1341,16.425,22.140900000000002,14.2569,18.593100000000003,0.7227000000000001,49.275000000000006,34.0,      46,26.0,4.0,4.0,0.0,0.0,9.0,12.0,11.0,13.0,1.0,45.7,54.3,112.0,460.0,468.0
North Adams: Greylock,02090015,Public School,North Adams,MA,01247,"PK,K,01,02,03,04,05,06",North Adams,02090000,Public School District,,      32,      45,      44,      40,      40,      34,,,,,,,,0.0,     235,       2,0.9,       1,0.4,      29,12.3,     119,  50.6, , , , ,1.7,0.0,5.1,87.2,0.4,1.3,4.3,54.0,46.0,24.1,95.9,19.0,89.3,9.8,"      $9,250,081","  $46,250",    200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Anne Bradstreet Early Childhood Center,02110005,Public School,North Andover,MA,01845,"PK,K",North Andover,02110000,Public School District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Annie L Sargent School,02110018,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,      22,      96,      95,     101,     113,     107,      97,,,,,,,,0.0,     631,      28,4.4,       3,0.5,      64,10.1,       2,   0.3, , , , ,0.5,4.8,1.9,91.6,0.0,0.0,1.3,53.7,46.3,36.6,97.3,32.0,100.0,17.2,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Atkinson,02110001,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,,      69,      59,      68,      42,      49,      59,,,,,,,,0.0,     346,      60,17.3,      19,5.5,      35,10.1,      40,  11.6, , , , ,2.3,11.6,7.5,71.4,1.2,3.2,2.9,52.3,47.7,21.7,99.1,20.0,100.0,15.9,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Franklin,02110010,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,      66,      66,      92,      71,      75,      72,      64,,,,,,,,0.0,     506,      47,9.3,       5,1.0,      79,15.6, , , , , , ,0.6,10.1,2.6,84.8,0.2,0.2,1.6,50.4,49.6,34.8,97.1,30.0,100.0,14.5,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Kittredge,02110015,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,,      20,      49,      44,      46,      57,      54,,,,,,,,0.0,     270,      13,4.8,       4,1.5,      20,7.4,       8,   3.0, , , , ,1.1,5.2,3.3,90.0,0.4,0.0,0.0,46.7,53.3,16.2,100.0,14.0,100.0,16.7,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: North Andover High,02110505,Public School,North Andover,MA,01845,"09,10,11,12",North Andover,02110000,Public School District,,,,,,,,,,,     346,     337,     353,     335,0.0,"   1,371",     108,7.9,       8,0.6,     160,11.7,      40,   2.9, , , , ,1.2,5.7,3.4,88.5,0.5,0.0,0.7,51.2,48.8,69.2,100.0,65.0,100.0,19.8,"     $14,914,567","  $54,773",    272.3,       327,95.1,1.2,1.5,0.9,1.2,0.0,313.0,274.0,87.5,0.0,36.050000000000004,17.849999999999998,33.512499999999996,17.2375,6.0375,16.625,69.5625,165.0,     282,89.0,45.0,21.0,10.0,0.0,37.0,47.0,64.0,61.0,73.0,29.8,70.2,276.0,531.0,549.0
North Andover: North Andover Middle,02110305,Public School,North Andover,MA,01845,"06,07,08",North Andover,02110000,Public School District,,,,,,,,     338,     376,     386,,,,,0.0,"   1,100",      74,6.7,       7,0.6,     123,11.2,      76,   6.9, , , , ,1.0,6.0,2.5,89.0,0.5,0.3,0.7,50.9,49.1,64.2,100.0,60.0,100.0,17.1,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Andover: Thomson,02110020,Public School,North Andover,MA,01845,"01,02,03,04,05",North Andover,02110000,Public School District,,      68,      64,      71,      57,      70,      70,,,,,,,,0.0,     400,      28,7.0,       5,1.3,      56,14.0,      72,  18.0, , , , ,1.8,5.5,8.0,84.0,0.0,0.3,0.5,56.3,43.8,25.6,100.0,23.0,100.0,15.6,"     $14,914,567","  $54,773",    272.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Attleborough: Amvet Boulevard,02120007,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,,      67,      64,      58,      71,      56,      66,,,,,,,,0.0,     382,      18,4.7,       6,1.6,      63,16.5,      52,  13.6, , , , ,1.8,4.2,2.9,89.8,0.3,0.0,1.0,52.4,47.6,26.9,100.0,25.0,100.0,14.2,"     $18,986,659","  $58,460",    324.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Attleborough: Community,02120030,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,,      51,      62,      51,      72,      58,      96,,,,,,,,0.0,     390,      37,9.5,      29,7.4,      98,25.1,     118,  30.3, , , , ,2.8,2.6,4.4,87.9,0.0,0.0,2.3,48.7,51.3,29.0,100.0,26.0,100.0,13.4,"     $18,986,659","  $58,460",    324.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Attleborough: Falls,02120010,Public School,North Attleborough,MA,02760,"K,01,02,03,04,05",North Attleborough,02120000,Public School District,,      46,      48,      43,      49,      50,      49,,,,,,,,0.0,     285,       7,2.5,       4,1.4,      48,16.8,      25,   8.8, , , , ,1.4,2.1,2.8,91.2,0.7,0.0,1.8,48.1,51.9,16.5,100.0,16.0,100.0,17.3,"     $18,986,659","  $58,460",    324.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
