School Name,School Code,School Type,Town,State,Zip,Grade,District Name,District Code,District Type
Weston: Weston Middle,03300305,Public School,Weston,MA,02493,"06,07,08",Weston,03300000,Public School District
Weston: Woodland,03300015,Public School,Weston,MA,02493,"PK,K,01,02,03",Weston,03300000,Public School District
Westport: Alice A Macomber,03310015,Public School,Westport,MA,02790,"PK,K",Westport,03310000,Public School District
Westport: Westport Elementary,03310030,Public School,Westport,MA,02790,"01,02,03,04",Westport,03310000,Public School District
Westport: Westport Middle-High School,03310515,Public School,Westport,MA,02790,"05,06,07,08,09,10,11,12",Westport,03310000,Public School District
Westwood: Deerfield School,03350010,Public School,Westwood,MA,02090,"K,01,02,03,04,05",Westwood,03350000,Public School District
Westwood: Downey,03350012,Public School,Westwood,MA,02090,"PK,K,01,02,03,04,05",Westwood,03350000,Public School District
Westwood: E W Thurston Middle,03350305,Public School,Westwood,MA,02090,"06,07,08",Westwood,03350000,Public School District
Westwood: Martha Jones,03350017,Public School,Westwood,MA,02090,"K,01,02,03,04,05",Westwood,03350000,Public School District
Westwood: Paul Hanlon,03350015,Public School,Westwood,MA,02090,"K,01,02,03,04,05",Westwood,03350000,Public School District
Westwood: Westwood High,03350505,Public School,Westwood,MA,02090,"09,10,11,12",Westwood,03350000,Public School District
Westwood: Westwood Integrated Preschool,03350050,Public School,Westwood,MA,02090,PK,Westwood,03350000,Public School District
Westwood: William E Sheehan,03350025,Public School,Westwood,MA,02090,"K,01,02,03,04,05",Westwood,03350000,Public School District
Weymouth: Academy Avenue,03360005,Public School,Weymouth,MA,02189,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Frederick C Murphy,03360050,Public School,Weymouth,MA,02188,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Johnson Early Childhood Center,03360003,Public School,Weymouth,MA,02191,PK,Weymouth,03360000,Public School District
Weymouth: Lawrence W Pingree,03360065,Public School,Weymouth,MA,02189,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Maria Weston Chapman Middle School,03360020,Public School,Weymouth,MA,02189,"05,06,07,08",Weymouth,03360000,Public School District
Weymouth: Ralph Talbot,03360085,Public School,South Weymouth,MA,02190,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Thomas V Nash,03360060,Public School,Weymouth,MA,02190,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Thomas W. Hamilton Primary School,03360105,Public School,South Weymouth,MA,02190,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Wessagusset,03360110,Public School,North Weymouth,MA,02191,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Weymouth: Weymouth High School,03360505,Public School,Weymouth,MA,02190,"09,10,11,12",Weymouth,03360000,Public School District
Weymouth: William Seach,03360080,Public School,Weymouth,MA,02188,"K,01,02,03,04,05",Weymouth,03360000,Public School District
Whately: Whately Elementary,03370005,Public School,Whately,MA,01093,"PK,K,01,02,03,04,05,06",Whately,03370000,Public School District
Whitman-Hanson: Hanson Middle School,07800315,Public School,Hanson,MA,02341,"05,06,07,08",Whitman-Hanson,07800000,Public School District
Whitman-Hanson: Indian Head,07800035,Public School,Hanson,MA,02341,"K,01,02,03,04",Whitman-Hanson,07800000,Public School District
Whitman-Hanson: John H Duval,07800030,Public School,Whitman,MA,02382,"K,01,02,03,04,05",Whitman-Hanson,07800000,Public School District
Whitman-Hanson: Louise A Conley,07800010,Public School,Whitman,MA,02382,"K,01,02,03,04,05",Whitman-Hanson,07800000,Public School District
Whitman-Hanson: The Pre-School Academy at Whitman Hanson,07800001,Public School,Whitman,MA,02382,PK,Whitman-Hanson,07800000,Public School District
Whitman-Hanson: Whitman Hanson Regional,07800505,Public School,Whitman,MA,02382,"09,10,11,12",Whitman-Hanson,07800000,Public School District
Whitman-Hanson: Whitman Middle,07800310,Public School,Whitman,MA,02382,"06,07,08",Whitman-Hanson,07800000,Public School District
Whittier Regional Vocational Technical: Whittier Regional Vocational,08850605,Public School,Haverhill,MA,01830,"09,10,11,12",Whittier Regional Vocational Technical,08850000,Public School District
Williamsburg: Anne T. Dunphy School,03400020,Public School,Williamsburg,MA,01096,"PK,K,01,02,03,04,05,06",Williamsburg,03400000,Public School District
Wilmington: Boutwell,03420005,Public School,Wilmington,MA,01887,"PK,K",Wilmington,03420000,Public School District
Wilmington: North Intermediate,03420060,Public School,Wilmington,MA,01887,"04,05",Wilmington,03420000,Public School District
Wilmington: Shawsheen Elementary,03420025,Public School,Wilmington,MA,01887,"PK,K,01,02,03",Wilmington,03420000,Public School District
Wilmington: West Intermediate,03420080,Public School,Wilmington,MA,01887,"PK,K,04,05",Wilmington,03420000,Public School District
Wilmington: Wilmington High,03420505,Public School,Wilmington,MA,01887,"09,10,11,12",Wilmington,03420000,Public School District
Wilmington: Wilmington Middle School,03420330,Public School,Wilmington,MA,01887,"06,07,08",Wilmington,03420000,Public School District
Wilmington: Woburn Street,03420020,Public School,Wilmington,MA,01887,"K,01,02,03",Wilmington,03420000,Public School District
Winchendon: Memorial,03430040,Public School,Winchendon,MA,01475,"K,01,02",Winchendon,03430000,Public School District
Winchendon: Murdock Academy for Success,03430405,Public School,Winchendon,MA,01475,"06,07,08,09,10,11,12",Winchendon,03430000,Public School District
Winchendon: Murdock High School,03430515,Public School,Winchendon,MA,01475,"09,10,11,12",Winchendon,03430000,Public School District
Winchendon: Murdock Middle School,03430315,Public School,Winchendon,MA,01475,"06,07,08",Winchendon,03430000,Public School District
Winchendon: Toy Town Elementary,03430050,Public School,Winchendon,MA,01475,"03,04,05",Winchendon,03430000,Public School District
Winchendon: Winchendon PreSchool Program,03430010,Public School,Winchendon,MA,01475,PK,Winchendon,03430000,Public School District
Winchester: Ambrose Elementary,03440045,Public School,Winchester,MA,01890,"K,01,02,03,04,05",Winchester,03440000,Public School District
Winchester: Lincoln Elementary,03440005,Public School,Winchester,MA,01890,"K,01,02,03,04,05",Winchester,03440000,Public School District
Winchester: Lynch Elementary,03440020,Public School,Winchester,MA,01890,"PK,K,01,02,03,04,05",Winchester,03440000,Public School District
Winchester: McCall Middle,03440305,Public School,Winchester,MA,01890,"06,07,08",Winchester,03440000,Public School District
Winchester: Muraco Elementary,03440040,Public School,Winchester,MA,01890,"K,01,02,03,04,05",Winchester,03440000,Public School District
Winchester: Vinson-Owen Elementary,03440025,Public School,Winchester,MA,01890,"PK,K,01,02,03,04,05",Winchester,03440000,Public School District
Winchester: Winchester High School,03440505,Public School,Winchester,MA,01890,"09,10,11,12",Winchester,03440000,Public School District
Winthrop: Arthur T. Cummings Elementary School,03460020,Public School,Winthrop,MA,02152,"03,04,05",Winthrop,03460000,Public School District
Winthrop: William P. Gorman/Fort Banks Elementary,03460015,Public School,Winthrop,MA,02152,"PK,K,01,02",Winthrop,03460000,Public School District
Winthrop: Winthrop High School,03460505,Public School,Winthrop,MA,02152,"09,10,11,12",Winthrop,03460000,Public School District
Winthrop: Winthrop Middle School,03460305,Public School,Winthrop,MA,02152,"06,07,08",Winthrop,03460000,Public School District
Woburn: Clyde Reeves,03470040,Public School,Woburn,MA,01801,"PK,K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Daniel L Joyce Middle School,03470410,Public School,Woburn,MA,01801,"06,07,08",Woburn,03470000,Public School District
Woburn: Goodyear Elementary School,03470005,Public School,Woburn,MA,01801,"K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Hurld-Wyman Elementary School,03470020,Public School,Woburn,MA,01801,"K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: John F Kennedy Middle School,03470405,Public School,Woburn,MA,01801,"06,07,08",Woburn,03470000,Public School District
Woburn: Linscott-Rumford,03470025,Public School,Woburn,MA,01801,"K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Malcolm White,03470055,Public School,Woburn,MA,01801,"K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Mary D Altavesta,03470065,Public School,Woburn,MA,01801,"K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Shamrock,03470043,Public School,Woburn,MA,01801,"PK,K,01,02,03,04,05",Woburn,03470000,Public School District
Woburn: Woburn High,03470505,Public School,Woburn,MA,01801,"09,10,11,12",Woburn,03470000,Public School District
Worcester: Belmont Street Community,03480020,Public School,Worcester,MA,01605,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Burncoat Middle School,03480405,Public School,Worcester,MA,01606,"07,08",Worcester,03480000,Public School District
Worcester: Burncoat Senior High,03480503,Public School,Worcester,MA,01606,"09,10,11,12",Worcester,03480000,Public School District
Worcester: Burncoat Street,03480035,Public School,Worcester,MA,01606,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Canterbury,03480045,Public School,Worcester,MA,01603,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Chandler Elementary Community,03480050,Public School,Worcester,MA,01609,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Chandler Magnet,03480052,Public School,Worcester,MA,01602,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: City View,03480053,Public School,Worcester,MA,01605,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Claremont Academy,03480350,Public School,Worcester,MA,01610,"07,08,09,10,11,12",Worcester,03480000,Public School District
Worcester: Clark St Community,03480055,Public School,Worcester,MA,01606,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Columbus Park,03480060,Public School,Worcester,MA,01603,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Doherty Memorial High,03480512,Public School,Worcester,MA,01602,"09,10,11,12",Worcester,03480000,Public School District
Worcester: Elm Park Community,03480095,Public School,Worcester,MA,01609,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Flagg Street,03480090,Public School,Worcester,MA,01602,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Forest Grove Middle,03480415,Public School,Worcester,MA,01605,"07,08",Worcester,03480000,Public School District
Worcester: Francis J McGrath Elementary,03480177,Public School,Worcester,MA,01605,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Gates Lane,03480110,Public School,Worcester,MA,01603,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Goddard School/Science Technical,03480100,Public School,Worcester,MA,01603,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Grafton Street,03480115,Public School,Worcester,MA,01604,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Head Start,03480002,Public School,Worcester,MA,01610,PK,Worcester,03480000,Public School District
Worcester: Heard Street,03480136,Public School,Worcester,MA,01603,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Jacob Hiatt Magnet,03480140,Public School,Worcester,MA,01610,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: La Familia Dual Language School,03480025,Public School,Worcester,MA,01604,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Lake View,03480145,Public School,Worcester,MA,01604,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Lincoln Street,03480160,Public School,Worcester,MA,01605,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: May Street,03480175,Public School,Worcester,MA,01602,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Midland Street,03480185,Public School,Worcester,MA,01602,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Nelson Place,03480200,Public School,Worcester,MA,01605,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Norrback Avenue,03480202,Public School,Worcester,MA,01606,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: North High,03480515,Public School,Worcester,MA,01604,"09,10,11,12",Worcester,03480000,Public School District
Worcester: Quinsigamond,03480210,Public School,Worcester,MA,01607,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Rice Square,03480215,Public School,Worcester,MA,01604,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Roosevelt,03480220,Public School,Worcester,MA,01604,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: South High Community,03480520,Public School,Worcester,MA,01603,"09,10,11,12",Worcester,03480000,Public School District
Worcester: Sullivan Middle,03480423,Public School,Worcester,MA,01603,"06,07,08",Worcester,03480000,Public School District
Worcester: Tatnuck,03480230,Public School,Worcester,MA,01602,"PK,K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Thorndyke Road,03480235,Public School,Worcester,MA,01606,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: Union Hill School,03480240,Public School,Worcester,MA,01604,"K,01,02,03,04,05,06",Worcester,03480000,Public School District
Worcester: University Pk Campus School,03480285,Public School,Worcester,MA,01610,"07,08,09,10,11,12",Worcester,03480000,Public School District
